handle,product_id,status,url,detail
305-nv-bahia-blue-gloss-black-lip-zmr30578580600,9413333811435,FAIL_422,https://cdn.shopify.com/s/files/1/0065/0048/3116/products/method-mr305-wheel-6lug-bahie-blue-gloss-black-lip-17x8-5-1000.png?v=1694802905,"{""errors"":{""image"":[""Could not download image: [\""Image https:\/\/cdn.shopify.com\/s\/files\/1\/0065\/0048\/3116\/products\/method-mr305-wheel-6lug-ba"
305-nv-bahia-blue-gloss-black-lip-zmr30578587600,9413333942507,FAIL_422,https://cdn.shopify.com/s/files/1/0065/0048/3116/products/method-mr305-wheel-6lug-bahie-blue-gloss-black-lip-17x8-5-1000.png?v=1694802905,"{""errors"":{""image"":[""Could not download image: [\""Image https:\/\/cdn.shopify.com\/s\/files\/1\/0065\/0048\/3116\/products\/method-mr305-wheel-6lug-ba"
305-nv-bahia-blue-gloss-black-lip-zmr30589080618,9413334204651,FAIL_422,https://cdn.shopify.com/s/files/1/0065/0048/3116/products/method-mr305-wheel-6lug-bahie-blue-gloss-black-lip-17x8-5-1000.png?v=1694802905,"{""errors"":{""image"":[""Could not download image: [\""Image https:\/\/cdn.shopify.com\/s\/files\/1\/0065\/0048\/3116\/products\/method-mr305-wheel-6lug-ba"
305-nv-bahia-blue-gloss-black-lip-zmr30589087618,9413334302955,FAIL_422,https://cdn.shopify.com/s/files/1/0065/0048/3116/products/method-mr305-wheel-6lug-bahie-blue-gloss-black-lip-17x8-5-1000.png?v=1694802905,"{""errors"":{""image"":[""Could not download image: [\""Image https:\/\/cdn.shopify.com\/s\/files\/1\/0065\/0048\/3116\/products\/method-mr305-wheel-6lug-ba"
315-gold-black-lip-mr31578516100,9413334827243,FAIL_422,https://customwheelhousellc.box.com/shared/static/u6bec4c1rceabockxgzbbhedc93fmthc.png,"{""errors"":{""image"":[""Could not download image: [\""Image https:\/\/customwheelhousellc.box.com\/shared\/static\/u6bec4c1rceabockxgzbbhedc93fmthc.png fa"
315-gold-black-lip-mr31578560100,9413334991083,FAIL_422,https://customwheelhousellc.box.com/shared/static/u6bec4c1rceabockxgzbbhedc93fmthc.png,"{""errors"":{""image"":[""Could not download image: [\""Image https:\/\/customwheelhousellc.box.com\/shared\/static\/u6bec4c1rceabockxgzbbhedc93fmthc.png fa"
105-beadlock-gold-mr10579050138b,9413336170731,SKIP,,no image resolved
105-beadlock-goldthe-standard-machine-mr30179080312n,9413343314155,SKIP,,no image resolved
the-standard-machine-mr30189080318,9413343510763,FAIL_422,https://customwheelhousellc.box.com/shared/static/2oxjdawg1qzam8g6hk20jongom1e9p9f.png,"{""errors"":{""image"":[""Could not download image: [\""Image https:\/\/customwheelhousellc.box.com\/shared\/static\/2oxjdawg1qzam8g6hk20jongom1e9p9f.png fa"
the-standard-machine-mr30189087318,9413343609067,FAIL_422,https://customwheelhousellc.box.com/shared/static/2oxjdawg1qzam8g6hk20jongom1e9p9f.png,"{""errors"":{""image"":[""Could not download image: [\""Image https:\/\/customwheelhousellc.box.com\/shared\/static\/2oxjdawg1qzam8g6hk20jongom1e9p9f.png fa"
the-standard-machine-mr30189088318,9413343641835,FAIL_422,https://customwheelhousellc.box.com/shared/static/2oxjdawg1qzam8g6hk20jongom1e9p9f.png,"{""errors"":{""image"":[""Could not download image: [\""Image https:\/\/customwheelhousellc.box.com\/shared\/static\/2oxjdawg1qzam8g6hk20jongom1e9p9f.png fa"
the-standard-machine-mr30129080318,9413343805675,FAIL_422,https://customwheelhousellc.box.com/shared/static/2oxjdawg1qzam8g6hk20jongom1e9p9f.png,"{""errors"":{""image"":[""Could not download image: [\""Image https:\/\/customwheelhousellc.box.com\/shared\/static\/2oxjdawg1qzam8g6hk20jongom1e9p9f.png fa"
the-standard-machine-mr30129087318,9413343871211,FAIL_422,https://customwheelhousellc.box.com/shared/static/2oxjdawg1qzam8g6hk20jongom1e9p9f.png,"{""errors"":{""image"":[""Could not download image: [\""Image https:\/\/customwheelhousellc.box.com\/shared\/static\/2oxjdawg1qzam8g6hk20jongom1e9p9f.png fa"
701-bronze-mr70166568990,9413346132203,FAIL_422,https://customwheelhousellc.box.com/shared/static/nsuo1efq076r91ucurqa2zq2tm86tyzr.png,"{""errors"":{""image"":[""Could not download image: [\""Image https:\/\/customwheelhousellc.box.com\/shared\/static\/nsuo1efq076r91ucurqa2zq2tm86tyzr.png fa"
312-bronze-mr31289080918,9413349441771,FAIL_422,https://customwheelhousellc.box.com/shared/static/zg9mp3vhr4daukr6mjezm75y8yu498e2.png,"{""errors"":{""image"":[""Could not download image: [\""Image https:\/\/customwheelhousellc.box.com\/shared\/static\/zg9mp3vhr4daukr6mjezm75y8yu498e2.png fa"
mr704-titanium-mr70457051815,9413357043947,FAIL_422,https://customwheelhousellc.box.com/s/5nqrok0urn8ukxh8alulk0yz97j8yzhs,"{""errors"":{""image"":[""Could not download image: [\""\/s\/5nqrok0urn8ukxh8alulk0yz97j8yzhs is not a valid image file type.\""]""]}}"
mr704-titanium-mr70478550800,9413357175019,FAIL_422,https://customwheelhousellc.box.com/shared/static/5nqrok0urn8ukxh8alulk0yz97j8yzhs.png,"{""errors"":{""image"":[""Could not download image: [\""Image https:\/\/customwheelhousellc.box.com\/shared\/static\/5nqrok0urn8ukxh8alulk0yz97j8yzhs.png fa"
mr704-titanium-mr70478558800,9413357338859,FAIL_422,https://customwheelhousellc.box.com/shared/static/5nqrok0urn8ukxh8alulk0yz97j8yzhs.png,"{""errors"":{""image"":[""Could not download image: [\""Image https:\/\/customwheelhousellc.box.com\/shared\/static\/5nqrok0urn8ukxh8alulk0yz97j8yzhs.png fa"
316-gloss-titanium-mr31678062825,9413357830379,FAIL_422,https://customwheelhousellc.box.com/s/bys9dc2w1io8zm3apjglic2e2uaoh3ng,"{""errors"":{""image"":[""Could not download image: [\""\/s\/bys9dc2w1io8zm3apjglic2e2uaoh3ng is not a valid image file type.\""]""]}}"
316-gloss-titanium-mr31678016825,9413357895915,FAIL_422,https://customwheelhousellc.box.com/s/bys9dc2w1io8zm3apjglic2e2uaoh3ng,"{""errors"":{""image"":[""Could not download image: [\""\/s\/bys9dc2w1io8zm3apjglic2e2uaoh3ng is not a valid image file type.\""]""]}}"
316-gloss-titanium-mr31678060825,9413358026987,FAIL_422,https://customwheelhousellc.box.com/shared/static/bys9dc2w1io8zm3apjglic2e2uaoh3ng.png,"{""errors"":{""image"":[""Could not download image: [\""Image https:\/\/customwheelhousellc.box.com\/shared\/static\/bys9dc2w1io8zm3apjglic2e2uaoh3ng.png fa"
316-gloss-titanium-mr31678516800,9413358256363,FAIL_422,https://customwheelhousellc.box.com/shared/static/bys9dc2w1io8zm3apjglic2e2uaoh3ng.png,"{""errors"":{""image"":[""Could not download image: [\""Image https:\/\/customwheelhousellc.box.com\/shared\/static\/bys9dc2w1io8zm3apjglic2e2uaoh3ng.png fa"
316-gloss-titanium-mr31678560800,9413358321899,FAIL_422,https://customwheelhousellc.box.com/shared/static/bys9dc2w1io8zm3apjglic2e2uaoh3ng.png,"{""errors"":{""image"":[""Could not download image: [\""Image https:\/\/customwheelhousellc.box.com\/shared\/static\/bys9dc2w1io8zm3apjglic2e2uaoh3ng.png fa"
316-gloss-titanium-mr31689016818,9413358420203,FAIL_422,https://customwheelhousellc.box.com/shared/static/bys9dc2w1io8zm3apjglic2e2uaoh3ng.png,"{""errors"":{""image"":[""Could not download image: [\""Image https:\/\/customwheelhousellc.box.com\/shared\/static\/bys9dc2w1io8zm3apjglic2e2uaoh3ng.png fa"
316-gloss-titanium-mr31689060818,9413358485739,FAIL_422,https://customwheelhousellc.box.com/shared/static/bys9dc2w1io8zm3apjglic2e2uaoh3ng.png,"{""errors"":{""image"":[""Could not download image: [\""Image https:\/\/customwheelhousellc.box.com\/shared\/static\/bys9dc2w1io8zm3apjglic2e2uaoh3ng.png fa"
316-gloss-titanium-mr31629050818,9413358584043,FAIL_422,https://customwheelhousellc.box.com/shared/static/ljh7x7y7yvamj9f5n2w0svej7f8w3q52.png,"{""errors"":{""image"":[""Could not download image: [\""Image https:\/\/customwheelhousellc.box.com\/shared\/static\/ljh7x7y7yvamj9f5n2w0svej7f8w3q52.png fa"
411-utv-bead-grip-gloss-titanium-mr41157047843,9413360386283,FAIL_422,https://customwheelhousellc.box.com/shared/static/58okmtyuejqeqs3tu12d78k9zzcq39uv.png,"{""errors"":{""image"":[""Could not download image: [\""Image https:\/\/customwheelhousellc.box.com\/shared\/static\/58okmtyuejqeqs3tu12d78k9zzcq39uv.png fa"
411-utv-bead-grip-gloss-titanium-mr41151046864,9413360746731,FAIL_422,https://customwheelhousellc.box.com/shared/static/58okmtyuejqeqs3tu12d78k9zzcq39uv.png,"{""errors"":{""image"":[""Could not download image: [\""Image https:\/\/customwheelhousellc.box.com\/shared\/static\/58okmtyuejqeqs3tu12d78k9zzcq39uv.png fa"
415-utv-beadlock-graphite-gloss-graphite-ring-mr415570121252b,9413363138795,FAIL_422,https://customwheelhousellc.box.com/shared/static/k34yf2a17st0wk69mhbebv7p4y2udgpj.png,"{""errors"":{""image"":[""Could not download image: [\""Image https:\/\/customwheelhousellc.box.com\/shared\/static\/k34yf2a17st0wk69mhbebv7p4y2udgpj.png fa"
415-utv-beadlock-graphite-gloss-graphite-ring-mr415510471264b,9413363237099,FAIL_422,https://customwheelhousellc.box.com/shared/static/2i6ov12bvp7qkjtseo9sfypvh5afxopd.png,"{""errors"":{""image"":[""Could not download image: [\""Image https:\/\/customwheelhousellc.box.com\/shared\/static\/2i6ov12bvp7qkjtseo9sfypvh5afxopd.png fa"
415-utv-beadlock-graphite-gloss-graphite-ring-mr415510461264b,9413363302635,FAIL_422,https://customwheelhousellc.box.com/shared/static/2i6ov12bvp7qkjtseo9sfypvh5afxopd.png,"{""errors"":{""image"":[""Could not download image: [\""Image https:\/\/customwheelhousellc.box.com\/shared\/static\/2i6ov12bvp7qkjtseo9sfypvh5afxopd.png fa"
415-utv-beadlock-graphite-gloss-graphite-ring-mr415510121264b,9413363335403,FAIL_422,https://customwheelhousellc.box.com/shared/static/k34yf2a17st0wk69mhbebv7p4y2udgpj.png,"{""errors"":{""image"":[""Could not download image: [\""Image https:\/\/customwheelhousellc.box.com\/shared\/static\/k34yf2a17st0wk69mhbebv7p4y2udgpj.png fa"
415-utv-beadlock-matte-black-gloss-black-ring-mr415510471064b,9413363597547,FAIL_422,https://customwheelhousellc.box.com/shared/static/a3hojw7q1zg51fe0st9o7cla5jp0s21n.png,"{""errors"":{""image"":[""Could not download image: [\""Image https:\/\/customwheelhousellc.box.com\/shared\/static\/a3hojw7q1zg51fe0st9o7cla5jp0s21n.png fa"
319-method-bronze-mr31978516900,9413365530859,FAIL_422,https://customwheelhousellc.box.com/shared/static/xz150jms28blrzufobwa3d6jb2f0badj.png,"{""errors"":{""image"":[""Could not download image: [\""Image https:\/\/customwheelhousellc.box.com\/shared\/static\/xz150jms28blrzufobwa3d6jb2f0badj.png fa"
319-method-bronze-mr31978560900,9413365563627,FAIL_422,https://customwheelhousellc.box.com/shared/static/xz150jms28blrzufobwa3d6jb2f0badj.png,"{""errors"":{""image"":[""Could not download image: [\""Image https:\/\/customwheelhousellc.box.com\/shared\/static\/xz150jms28blrzufobwa3d6jb2f0badj.png fa"
319-method-bronze-mr31978580900,9413365661931,FAIL_422,https://customwheelhousellc.box.com/shared/static/139g80udj4iuwh3sj4fjv94geq79iget.png,"{""errors"":{""image"":[""Could not download image: [\""Image https:\/\/customwheelhousellc.box.com\/shared\/static\/139g80udj4iuwh3sj4fjv94geq79iget.png fa"
319-method-bronze-mr31978587900,9413365760235,FAIL_422,https://customwheelhousellc.box.com/shared/static/139g80udj4iuwh3sj4fjv94geq79iget.png,"{""errors"":{""image"":[""Could not download image: [\""Image https:\/\/customwheelhousellc.box.com\/shared\/static\/139g80udj4iuwh3sj4fjv94geq79iget.png fa"
319-method-bronze-mr31979060912n,9413365956843,FAIL_422,https://customwheelhousellc.box.com/shared/static/xz150jms28blrzufobwa3d6jb2f0badj.png,"{""errors"":{""image"":[""Could not download image: [\""Image https:\/\/customwheelhousellc.box.com\/shared\/static\/xz150jms28blrzufobwa3d6jb2f0badj.png fa"
319-method-bronze-mr31988560940,9413366186219,FAIL_422,https://customwheelhousellc.box.com/shared/static/xz150jms28blrzufobwa3d6jb2f0badj.png,"{""errors"":{""image"":[""Could not download image: [\""Image https:\/\/customwheelhousellc.box.com\/shared\/static\/xz150jms28blrzufobwa3d6jb2f0badj.png fa"
319-method-bronze-mr31988516940,9413366218987,FAIL_422,https://customwheelhousellc.box.com/shared/static/xz150jms28blrzufobwa3d6jb2f0badj.png,"{""errors"":{""image"":[""Could not download image: [\""Image https:\/\/customwheelhousellc.box.com\/shared\/static\/xz150jms28blrzufobwa3d6jb2f0badj.png fa"
319-method-bronze-mr31989016918,9413366317291,FAIL_422,https://customwheelhousellc.box.com/shared/static/xz150jms28blrzufobwa3d6jb2f0badj.png,"{""errors"":{""image"":[""Could not download image: [\""Image https:\/\/customwheelhousellc.box.com\/shared\/static\/xz150jms28blrzufobwa3d6jb2f0badj.png fa"
319-method-bronze-mr31989060918,9413366350059,FAIL_422,https://customwheelhousellc.box.com/shared/static/xz150jms28blrzufobwa3d6jb2f0badj.png,"{""errors"":{""image"":[""Could not download image: [\""Image https:\/\/customwheelhousellc.box.com\/shared\/static\/xz150jms28blrzufobwa3d6jb2f0badj.png fa"
319-method-bronze-mr31989080918,9413366448363,FAIL_422,https://customwheelhousellc.box.com/shared/static/139g80udj4iuwh3sj4fjv94geq79iget.png,"{""errors"":{""image"":[""Could not download image: [\""Image https:\/\/customwheelhousellc.box.com\/shared\/static\/139g80udj4iuwh3sj4fjv94geq79iget.png fa"
319-method-bronze-mr31989088918,9413366513899,FAIL_422,https://customwheelhousellc.box.com/shared/static/139g80udj4iuwh3sj4fjv94geq79iget.png,"{""errors"":{""image"":[""Could not download image: [\""Image https:\/\/customwheelhousellc.box.com\/shared\/static\/139g80udj4iuwh3sj4fjv94geq79iget.png fa"
319-method-bronze-mr31929016918,9413366677739,FAIL_422,https://customwheelhousellc.box.com/shared/static/xz150jms28blrzufobwa3d6jb2f0badj.png,"{""errors"":{""image"":[""Could not download image: [\""Image https:\/\/customwheelhousellc.box.com\/shared\/static\/xz150jms28blrzufobwa3d6jb2f0badj.png fa"
319-method-bronze-mr31929060918,9413366743275,FAIL_422,https://customwheelhousellc.box.com/shared/static/xz150jms28blrzufobwa3d6jb2f0badj.png,"{""errors"":{""image"":[""Could not download image: [\""Image https:\/\/customwheelhousellc.box.com\/shared\/static\/xz150jms28blrzufobwa3d6jb2f0badj.png fa"
319-method-bronze-mr31929087918,9413366776043,FAIL_422,https://customwheelhousellc.box.com/shared/static/139g80udj4iuwh3sj4fjv94geq79iget.png,"{""errors"":{""image"":[""Could not download image: [\""Image https:\/\/customwheelhousellc.box.com\/shared\/static\/139g80udj4iuwh3sj4fjv94geq79iget.png fa"
319-method-bronze-mr31929088918,9413366841579,FAIL_422,https://customwheelhousellc.box.com/shared/static/139g80udj4iuwh3sj4fjv94geq79iget.png,"{""errors"":{""image"":[""Could not download image: [\""Image https:\/\/customwheelhousellc.box.com\/shared\/static\/139g80udj4iuwh3sj4fjv94geq79iget.png fa"
319-method-bronze-mr31929080918,9413366907115,FAIL_422,https://customwheelhousellc.box.com/shared/static/139g80udj4iuwh3sj4fjv94geq79iget.png,"{""errors"":{""image"":[""Could not download image: [\""Image https:\/\/customwheelhousellc.box.com\/shared\/static\/139g80udj4iuwh3sj4fjv94geq79iget.png fa"
318-method-bronze-mr31857051915,9413368643819,FAIL_422,https://customwheelhousellc.box.com/shared/static/b8u01mz6ulem9p0rv9ep1tn9bodrigdu.png,"{""errors"":{""image"":[""Could not download image: [\""Image https:\/\/customwheelhousellc.box.com\/shared\/static\/b8u01mz6ulem9p0rv9ep1tn9bodrigdu.png fa"
318-method-bronze-mr31878550925,9413369037035,FAIL_422,https://customwheelhousellc.box.com/shared/static/b8u01mz6ulem9p0rv9ep1tn9bodrigdu.png,"{""errors"":{""image"":[""Could not download image: [\""Image https:\/\/customwheelhousellc.box.com\/shared\/static\/b8u01mz6ulem9p0rv9ep1tn9bodrigdu.png fa"
318-method-bronze-mr31878580900,9413369233643,FAIL_422,https://customwheelhousellc.box.com/shared/static/tlnnriphzu5xg5oluypzwgqz2uj5efw7.png,"{""errors"":{""image"":[""Could not download image: [\""Image https:\/\/customwheelhousellc.box.com\/shared\/static\/tlnnriphzu5xg5oluypzwgqz2uj5efw7.png fa"
318-method-bronze-mr31878587900,9413369266411,FAIL_422,https://customwheelhousellc.box.com/shared/static/tlnnriphzu5xg5oluypzwgqz2uj5efw7.png,"{""errors"":{""image"":[""Could not download image: [\""Image https:\/\/customwheelhousellc.box.com\/shared\/static\/tlnnriphzu5xg5oluypzwgqz2uj5efw7.png fa"
318-method-bronze-mr31888558940,9413369331947,FAIL_422,https://customwheelhousellc.box.com/shared/static/b8u01mz6ulem9p0rv9ep1tn9bodrigdu.png,"{""errors"":{""image"":[""Could not download image: [\""Image https:\/\/customwheelhousellc.box.com\/shared\/static\/b8u01mz6ulem9p0rv9ep1tn9bodrigdu.png fa"
105-beadlock-matte-black-mr10579080538b,9413370085611,OK,https://cdn.shopify.com/s/files/1/0586/5658/7941/files/Beadlock_MR105_Matte_Black_5-lug_0001.webp?v=1776750650,
standard-matte-black-mr30157060506n,9413370282219,FAIL_422,https://customwheelhousellc.box.com/shared/static/v9agac1104ziazdii5yyjyeoj2qhi1qt.jpg,"{""errors"":{""image"":[""Could not download image: [\""Image https:\/\/customwheelhousellc.box.com\/shared\/static\/v9agac1104ziazdii5yyjyeoj2qhi1qt.jpg fa"
standard-matte-black-mr30168060500,9413370511595,FAIL_422,https://customwheelhousellc.box.com/shared/static/v9agac1104ziazdii5yyjyeoj2qhi1qt.jpg,"{""errors"":{""image"":[""Could not download image: [\""Image https:\/\/customwheelhousellc.box.com\/shared\/static\/v9agac1104ziazdii5yyjyeoj2qhi1qt.jpg fa"
standard-matte-black-mr30177563550,9413370642667,FAIL_422,https://customwheelhousellc.box.com/shared/static/k4krtcsprgpmh0nwnl9a6wrgand1iytu.png,"{""errors"":{""image"":[""Could not download image: [\""Image https:\/\/customwheelhousellc.box.com\/shared\/static\/k4krtcsprgpmh0nwnl9a6wrgand1iytu.png fa"
standard-matte-black-mr30178564525,9413371003115,FAIL_422,https://customwheelhousellc.box.com/shared/static/v9agac1104ziazdii5yyjyeoj2qhi1qt.jpg,"{""errors"":{""image"":[""Could not download image: [\""Image https:\/\/customwheelhousellc.box.com\/shared\/static\/v9agac1104ziazdii5yyjyeoj2qhi1qt.jpg fa"
standard-matte-black-mr30178560500,9413371101419,FAIL_422,https://customwheelhousellc.box.com/shared/static/v9agac1104ziazdii5yyjyeoj2qhi1qt.jpg,"{""errors"":{""image"":[""Could not download image: [\""Image https:\/\/customwheelhousellc.box.com\/shared\/static\/v9agac1104ziazdii5yyjyeoj2qhi1qt.jpg fa"
standard-matte-black-mr30178516500,9413371166955,FAIL_422,https://customwheelhousellc.box.com/shared/static/v9agac1104ziazdii5yyjyeoj2qhi1qt.jpg,"{""errors"":{""image"":[""Could not download image: [\""Image https:\/\/customwheelhousellc.box.com\/shared\/static\/v9agac1104ziazdii5yyjyeoj2qhi1qt.jpg fa"
standard-matte-black-mr30178560525,9413371363563,FAIL_422,https://customwheelhousellc.box.com/shared/static/v9agac1104ziazdii5yyjyeoj2qhi1qt.jpg,"{""errors"":{""image"":[""Could not download image: [\""Image https:\/\/customwheelhousellc.box.com\/shared\/static\/v9agac1104ziazdii5yyjyeoj2qhi1qt.jpg fa"
standard-matte-black-mr30179060512n,9413371789547,FAIL_422,https://customwheelhousellc.box.com/shared/static/v9agac1104ziazdii5yyjyeoj2qhi1qt.jpg,"{""errors"":{""image"":[""Could not download image: [\""Image https:\/\/customwheelhousellc.box.com\/shared\/static\/v9agac1104ziazdii5yyjyeoj2qhi1qt.jpg fa"
standard-matte-black-mr30189060512n,9413372281067,FAIL_422,https://customwheelhousellc.box.com/shared/static/v9agac1104ziazdii5yyjyeoj2qhi1qt.jpg,"{""errors"":{""image"":[""Could not download image: [\""Image https:\/\/customwheelhousellc.box.com\/shared\/static\/v9agac1104ziazdii5yyjyeoj2qhi1qt.jpg fa"
standard-matte-black-mr30189060518,9413372313835,FAIL_422,https://customwheelhousellc.box.com/shared/static/v9agac1104ziazdii5yyjyeoj2qhi1qt.jpg,"{""errors"":{""image"":[""Could not download image: [\""Image https:\/\/customwheelhousellc.box.com\/shared\/static\/v9agac1104ziazdii5yyjyeoj2qhi1qt.jpg fa"
standard-matte-black-mr30189016518,9413372379371,FAIL_422,https://customwheelhousellc.box.com/shared/static/v9agac1104ziazdii5yyjyeoj2qhi1qt.jpg,"{""errors"":{""image"":[""Could not download image: [\""Image https:\/\/customwheelhousellc.box.com\/shared\/static\/v9agac1104ziazdii5yyjyeoj2qhi1qt.jpg fa"
standard-matte-black-mr30129060518,9413372608747,FAIL_422,https://customwheelhousellc.box.com/shared/static/v9agac1104ziazdii5yyjyeoj2qhi1qt.jpg,"{""errors"":{""image"":[""Could not download image: [\""Image https:\/\/customwheelhousellc.box.com\/shared\/static\/v9agac1104ziazdii5yyjyeoj2qhi1qt.jpg fa"
standard-matte-black-mr30129016518,9413372641515,FAIL_422,https://customwheelhousellc.box.com/shared/static/v9agac1104ziazdii5yyjyeoj2qhi1qt.jpg,"{""errors"":{""image"":[""Could not download image: [\""Image https:\/\/customwheelhousellc.box.com\/shared\/static\/v9agac1104ziazdii5yyjyeoj2qhi1qt.jpg fa"
704-hd-matte-black-mr70479080518h,9413374902507,FAIL_422,https://customwheelhousellc.box.com/shared/static/qau92y8lyjz4k2zcz0sm4jeaztmj4kr6.png,"{""errors"":{""image"":[""Could not download image: [\""Image https:\/\/customwheelhousellc.box.com\/shared\/static\/qau92y8lyjz4k2zcz0sm4jeaztmj4kr6.png fa"
704-hd-matte-black-mr70479087518h,9413374968043,FAIL_422,https://customwheelhousellc.box.com/shared/static/qau92y8lyjz4k2zcz0sm4jeaztmj4kr6.png,"{""errors"":{""image"":[""Could not download image: [\""Image https:\/\/customwheelhousellc.box.com\/shared\/static\/qau92y8lyjz4k2zcz0sm4jeaztmj4kr6.png fa"
704-hd-matte-black-mr70479088518h,9413375066347,FAIL_422,https://customwheelhousellc.box.com/shared/static/qau92y8lyjz4k2zcz0sm4jeaztmj4kr6.png,"{""errors"":{""image"":[""Could not download image: [\""Image https:\/\/customwheelhousellc.box.com\/shared\/static\/qau92y8lyjz4k2zcz0sm4jeaztmj4kr6.png fa"
704-hd-titanium-mr70479087818h,9413375426795,FAIL_422,https://customwheelhousellc.box.com/shared/static/x6seev91fgufx6ml69nt3a8a2vtfaee3.png,"{""errors"":{""image"":[""Could not download image: [\""Image https:\/\/customwheelhousellc.box.com\/shared\/static\/x6seev91fgufx6ml69nt3a8a2vtfaee3.png fa"
704-hd-titanium-mr70479088818h,9413375459563,FAIL_422,https://customwheelhousellc.box.com/shared/static/x6seev91fgufx6ml69nt3a8a2vtfaee3.png,"{""errors"":{""image"":[""Could not download image: [\""Image https:\/\/customwheelhousellc.box.com\/shared\/static\/x6seev91fgufx6ml69nt3a8a2vtfaee3.png fa"
truck-beadlock-machined-mr10179070312br,9413375525099,OK,https://cdn.shopify.com/s/files/1/0586/5658/7941/files/Beadlock_MR101_Raw-Machined_6-lug_0001.webp?v=1776750647,
103-beadlock-machined-mr10358055324br,9413375787243,SKIP,,no image resolved
103-beadlock-machined-mr10358060324br,9413375885547,SKIP,,no image resolved
103-beadlock-machined-mr10379055312br,9413375918315,SKIP,,no image resolved
103-beadlock-machined-mr10379060312b,9413375983851,SKIP,,no image resolved
103-beadlock-machined-mr10379070312br,9413376049387,SKIP,,no image resolved
103-beadlock-machined-mr10379070325br,9413376082155,SKIP,,no image resolved
103-beadlock-machined-mr10379070312hbvr,9413376147691,SKIP,,no image resolved
103-beadlock-machined-mr10379060312br,9413376245995,SKIP,,no image resolved
103-beadlock-machined-mr10379087312b,9413376377067,SKIP,,no image resolved
106-beadlock-machined-mr10679050344b,9413376475371,SKIP,,no image resolved
106-beadlock-machined-mr10679060344b,9413376540907,SKIP,,no image resolved
106-beadlock-machined-mr10679080344b,9413376606443,SKIP,,no image resolved
106-beadlock-bronze-mr10679080944b,9413376966891,OK,https://cdn.shopify.com/s/files/1/0586/5658/7941/files/Beadlock_MR106_Method-Bronze_5-lug_0001.webp?v=1776750656,
202-forged-machined-mr20279070312bvr,9413377065195,SKIP,,no image resolved
202-forged-machined-mr20279060312bvr,9413377130731,SKIP,,no image resolved
202-forged-machined-mr20279070325bvr,9413377196267,SKIP,,no image resolved
305-double-black-mr305680601000,9413377360107,FAIL_422,https://customwheelhousellc.box.com/shared/static/o059ef3me67gjd6xyue6590q6dbgnavx.png,"{""errors"":{""image"":[""Could not download image: [\""Image https:\/\/customwheelhousellc.box.com\/shared\/static\/o059ef3me67gjd6xyue6590q6dbgnavx.png fa"
305-double-black-mr305785581000,9413377458411,FAIL_422,https://cdn.shopify.com/s/files/1/0065/0048/3116/products/method-mr305-wheel-6lug-bahie-blue-gloss-black-lip-17x8-5-1000.png?v=1694802905,"{""errors"":{""image"":[""Could not download image: [\""Image https:\/\/cdn.shopify.com\/s\/files\/1\/0065\/0048\/3116\/products\/method-mr305-wheel-6lug-ba"
305-double-black-mr305785161000,9413377556715,FAIL_422,https://customwheelhousellc.box.com/shared/static/o059ef3me67gjd6xyue6590q6dbgnavx.png,"{""errors"":{""image"":[""Could not download image: [\""Image https:\/\/customwheelhousellc.box.com\/shared\/static\/o059ef3me67gjd6xyue6590q6dbgnavx.png fa"
